"Time (UTC)","Gender","Age","Geography","Urban Density","Income","Weight","Screener Answer","Answer"
"2012-11-06 11:23:25","Female","35-44","US-SOUTH-LA-Opelousas","Suburban","$0-$24,999",1.3242941,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:23:35","Female","55-64","US-SOUTH-AL-Andalusia","Rural","$25,000-$49,999",0.4507708,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:24:00","Unknown","Unknown","US-NORTHEAST-PA","Suburban","$25,000-$49,999",,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:24:03","Female","45-54","US-WEST-CO-Superior","Suburban","$50,000-$74,999",0.7264175,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:24:14","Female","55-64","US-WEST-NM-Los-Alamos","Suburban","$75,000-$99,999",0.5122865,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:24:14","Female","55-64","US-WEST-CO-Loveland","Suburban","$25,000-$49,999",0.5122865,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:24:39","Female","55-64","US-MIDWEST-OH-Columbus","Urban","$25,000-$49,999",0.3894083,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:28:41","Female","45-54","US-MIDWEST-MI-Charter-Township-of-Clinton","Suburban","$50,000-$74,999",0.5425941,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:29:01","Male","18-24","US-SOUTH-NC-Raleigh","Urban","$0-$24,999",1.1916284,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:29:15","Unknown","Unknown","US-SOUTH-TX-Gilmer","Rural","$25,000-$49,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:29:19","Unknown","Unknown","US-SOUTH-AL-Montgomery","Suburban","$0-$24,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:29:34","Female","65+","US-NORTHEAST-NY-New-York","Urban","$75,000-$99,999",1.999801,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 11:29:36","Unknown","Unknown","US-WEST-CA-Redwood-City","Urban","$100,000-$149,999",,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 11:30:22","Male","25-34","US-SOUTH-NC-Charlotte","Suburban","$50,000-$74,999",1.1818841,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:30:40","Female","55-64","US-MIDWEST-IL-Monticello","Suburban","$25,000-$49,999",0.3894083,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:31:00","Female","45-54","US-MIDWEST-IL-Belleville","Suburban","$25,000-$49,999",0.5425941,"Barack Obama / Joe Biden, the Democrats","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:31:03","Unknown","Unknown","US-MIDWEST-IL-Sterling","Suburban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:31:20","Male","55-64","US-SOUTH-MS-Tupelo","Suburban","$25,000-$49,999",1.4908022,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:31:43","Female","35-44","US-WEST-CA-Los-Angeles","Suburban","$25,000-$49,999",1.1191708,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:31:52","Unknown","Unknown","US-SOUTH-SC-Columbia","Suburban","$0-$24,999",,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:35:20","Female","55-64","US-SOUTH-MS-Mc-Comb","Suburban","$0-$24,999",0.4507708,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:35:20","Unknown","Unknown","US-SOUTH-NC-Charlotte","Suburban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:35:28","Female","45-54","US-MIDWEST-IL-Batavia","Suburban","$50,000-$74,999",0.5425941,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:35:42","Female","65+","US-MIDWEST-IA-Davenport","Urban","$25,000-$49,999",0.6473189,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:36:00","Male","45-54","US-SOUTH-TX-Houston","Urban","$25,000-$49,999",1.7143315,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:36:04","Male","18-24","US-MIDWEST-IA-Newton","Suburban","$25,000-$49,999",1.1154767,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:36:34","Female","55-64","US-MIDWEST-MI-Muskegon","Suburban","$25,000-$49,999",0.3894083,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:36:33","Male","45-54","US-WEST-CO-Denver","Suburban","$50,000-$74,999",1.5794568,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:36:43","Female","45-54","US-SOUTH-AL-Andalusia","Rural","$25,000-$49,999",0.8288947,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:37:18","Unknown","Unknown","US-MIDWEST-IN-Bremen","Rural","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:37:22","Female","45-54","US-MIDWEST-IL-Dixon","Suburban","$25,000-$49,999",0.5425941,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:38:07","Male","35-44","US-NORTHEAST-PA-Norristown","Urban","$25,000-$49,999",2.2276999,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:38:10","Female","55-64","US-SOUTH-FL-Orlando","Urban","$25,000-$49,999",0.4507708,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:38:37","Male","65+","US-SOUTH-TX-Waskom","Rural","$25,000-$49,999",1.2413651,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:39:01","Female","65+","US-MIDWEST-MN-Alexandria","Rural","$25,000-$49,999",0.6473189,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:42:36","Male","65+","US-SOUTH-OK-Ponca-City","Suburban","$25,000-$49,999",1.2413651,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:42:54","Female","45-54","US-SOUTH-FL-Golf","Suburban","$50,000-$74,999",0.8288947,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:42:52","Male","55-64","US-WEST-CA-Pleasanton","Suburban","$75,000-$99,999",1.1776471,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:43:01","Male","55-64","US-SOUTH-MS-Natchez","Suburban","$25,000-$49,999",1.4908022,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:43:13","Male","65+","US-SOUTH-TX-Dallas","Unknown","$25,000-$49,999",1.2413651,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:43:18","Unknown","Unknown","US-NORTHEAST-CT-New-Haven","Urban","$25,000-$49,999",,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:43:25","Unknown","Unknown","US-SOUTH-VA-Poquoson","Suburban","$50,000-$74,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:43:32","Male","65+","US-NORTHEAST-NY-East-Greenbush","Suburban","$50,000-$74,999",1.7463493,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:44:13","Female","18-24","US-SOUTH-WV-Charleston","Suburban","$0-$24,999",0.6743839,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:45:15","Male","25-34","US-WEST-UT-Salt-Lake-City","Unknown","$25,000-$49,999",0.8522426,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:45:30","Female","55-64","US-SOUTH-MS-Natchez","Suburban","$25,000-$49,999",0.4507708,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:46:03","Unknown","Unknown","US-SOUTH-WV-Martinsburg","Suburban","$25,000-$49,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:49:50","Female","55-64","US-WEST-WA-Everett","Urban","$25,000-$49,999",0.5122865,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:50:13","Female","55-64","US-SOUTH-LA-Alexandria","Rural","$25,000-$49,999",0.4507708,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 11:50:50","Female","35-44","US-SOUTH-TX-Lufkin","Suburban","$25,000-$49,999",1.3242941,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:50:47","Female","55-64","US-NORTHEAST-NY-Brewster","Suburban","$50,000-$74,999",0.8150521,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:50:59","Male","55-64","US-SOUTH-TN-Cleveland","Suburban","$0-$24,999",1.4908022,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:51:51","Female","55-64","US-SOUTH-FL-Coconut-Creek","Urban","$25,000-$49,999",0.4507708,"Third party candidate / Undecided","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:51:41","Female","55-64","US-MIDWEST-MI-Alpena","Rural","$25,000-$49,999",0.3894083,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:51:43","Male","55-64","US-SOUTH-TN-Cleveland","Suburban","$0-$24,999",1.4908022,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:51:52","Female","55-64","US-MIDWEST-OH-Akron","Suburban","$0-$24,999",0.3894083,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:51:47","Male","45-54","US-MIDWEST-IL-St.-Charles","Suburban","$50,000-$74,999",1.1327092,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:52:03","Unknown","Unknown","US-SOUTH-FL-Lakeland","Urban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:52:26","Female","55-64","US-WEST-MT-Great-Falls","Suburban","$25,000-$49,999",0.5122865,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:52:44","Female","55-64","US-WEST-AZ-Tucson","Urban","$25,000-$49,999",0.5122865,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:52:54","Male","55-64","US-SOUTH-DE-Newark","Suburban","$50,000-$74,999",1.4908022,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:53:19","Female","65+","US-SOUTH-TN-Bartlett","Suburban","$25,000-$49,999",1.0581287,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:53:30","Unknown","Unknown","US-SOUTH-NC-Charlotte","Suburban","$25,000-$49,999",,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:53:24","Female","65+","US-MIDWEST-IL-Sterling","Suburban","$25,000-$49,999",0.6473189,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:56:38","Male","25-34","US-MIDWEST-KS-Lawrence","Suburban","$25,000-$49,999",1.1495767,"Third party candidate / Undecided","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:57:06","Male","25-34","US","Unknown","Unknown",,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:57:09","Female","Unknown","US-SOUTH-NC-Asheville","Suburban","$25,000-$49,999",,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 11:57:13","Male","45-54","US-MIDWEST-OH-Columbus","Urban","$0-$24,999",1.1327092,"Third party candidate / Undecided","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:57:13","Female","55-64","US-SOUTH-AR-Little-Rock","Suburban","$0-$24,999",0.4507708,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:57:21","Female","65+","US-NORTHEAST-NY-New-York","Urban","$50,000-$74,999",1.999801,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:57:43","Unknown","Unknown","US-SOUTH-DC-Washington","Suburban","$0-$24,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:57:55","Female","18-24","US-NORTHEAST-PA-Selinsgrove","Suburban","$25,000-$49,999",0.6704847,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 11:58:08","Male","18-24","US-WEST-NM-Albuquerque","Suburban","$25,000-$49,999",1.177885,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:58:22","Female","Unknown","US-SOUTH-FL-Tampa","Urban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 11:58:52","Female","45-54","US-NORTHEAST-NJ-Jersey-City","Urban","$25,000-$49,999",1.105404,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 11:58:57","Female","18-24","US-NORTHEAST-NY-New-York","Urban","$50,000-$74,999",0.6704847,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 11:59:36","Male","45-54","US-SOUTH-MS-Hattiesburg","Suburban","$0-$24,999",1.7143315,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 11:59:45","Male","55-64","US-MIDWEST-IA-West-Union","Rural","$25,000-$49,999",1.1743572,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 12:00:23","Unknown","Unknown","US-WEST-WA-Spokane","Urban","$0-$24,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 12:00:22","Female","55-64","US-WEST-WY-Jackson","Suburban","$50,000-$74,999",0.5122865,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 12:04:12","Male","65+","US-SOUTH-MS-Mc-Comb","Suburban","$0-$24,999",1.2413651,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 12:04:14","Female","55-64","US-NORTHEAST-PA-Pittsburgh","Urban","$0-$24,999",0.8150521,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 12:04:16","Male","35-44","US-MIDWEST-WI-Fox-Point","Urban","$50,000-$74,999",1.3700423,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 12:04:28","Female","Unknown","US-MIDWEST-MN-Plymouth","Urban","$50,000-$74,999",,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 12:04:24","Female","55-64","US-MIDWEST-IL-Freeport","Suburban","$25,000-$49,999",0.3894083,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 12:04:55","Male","65+","US-MIDWEST-IL-Sterling","Suburban","$25,000-$49,999",1.0142414,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 12:05:18","Female","55-64","US-NORTHEAST-PA-Wilkes-Barre","Unknown","$25,000-$49,999",0.8150521,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 12:05:21","Female","55-64","US-SOUTH-GA-Chatsworth","Rural","$25,000-$49,999",0.4507708,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 12:05:30","Female","55-64","US-WEST-MT-Missoula","Suburban","$25,000-$49,999",0.5122865,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 12:05:57","Male","25-34","US-WEST-MT-Missoula","Suburban","$25,000-$49,999",0.8522426,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 12:05:57","Male","25-34","US-SOUTH-NC-Charlotte","Suburban","$25,000-$49,999",1.1818841,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 12:06:07","Male","65+","US-SOUTH-TX-Decatur","Rural","$25,000-$49,999",1.2413651,"Third party candidate / Undecided","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 12:06:16","Female","55-64","US-MIDWEST-MI-Sterling-Heights","Urban","$50,000-$74,999",0.3894083,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 12:06:18","Female","55-64","US-SOUTH-FL-Jacksonville","Urban","$25,000-$49,999",0.4507708,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 12:06:25","Male","45-54","US-SOUTH-NC-Charlotte","Suburban","$50,000-$74,999",1.7143315,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 12:06:26","Male","45-54","US-MIDWEST-IL-Sycamore","Suburban","$50,000-$74,999",1.1327092,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 12:07:05","Male","25-34","US-MIDWEST-IA-Pella","Suburban","$25,000-$49,999",1.1495767,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 12:07:12","Female","35-44","US-WEST-CA-Mountain-View","Suburban","$50,000-$74,999",1.1191708,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 12:07:45","Female","55-64","US-NORTHEAST-MA-Boston","Urban","$25,000-$49,999",0.8150521,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 12:10:54","Male","65+","US-MIDWEST-MI-Detroit","Urban","$25,000-$49,999",1.0142414,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 12:10:56","Female","35-44","US-MIDWEST-MO-Liberty","Suburban","$50,000-$74,999",1.0257441,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 12:11:17","Male","45-54","US-SOUTH-NC-Mooresville","Rural","$25,000-$49,999",1.7143315,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 12:11:27","Unknown","Unknown","US-SOUTH-NC-Durham","Suburban","$25,000-$49,999",,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 12:11:28","Male","55-64","US-NORTHEAST-MA-Quincy","Urban","$25,000-$49,999",3,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 12:11:27","Female","25-34","US-NORTHEAST-PA-East-Stroudsburg","Rural","$25,000-$49,999",0.9986669,"Third party candidate / Undecided","Third party candidate"
"2012-11-06 12:11:30","Male","45-54","US-MIDWEST-OH-Montrose-Ghent","Suburban","$75,000-$99,999",1.1327092,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 12:11:29","Male","45-54","US-SOUTH-NC-Charlotte","Urban","$25,000-$49,999",1.7143315,"Mitt Romney / Paul Ryan, the Republicans","Mitt Romney / Paul Ryan, the Republicans"
"2012-11-06 12:11:43","Female","45-54","US-NORTHEAST-PA-Clarks-Summit","Suburban","$50,000-$74,999",1.105404,"Mitt Romney / Paul Ryan, the Republicans","Barack Obama / Joe Biden, the Democrats"
"2012-11-06 12:11:42","Female","35-44","US-SOUTH-FL-Jacksonville","Urban","$0-$24,999",1.3242941,"Barack Obama / Joe Biden, the Democrats","Barack Obama / Joe Biden, the Democrats"
